Localidad,Departamento,Provincia,Region,Anio,Poblacion Urbana
Manuel J. Cobo (Est. Lezama) ,Chascomús,Buenos Aires,Pampeana,2001,4111
Manuel J. Cobo (Est. Lezama) ,Chascomús,Buenos Aires,Pampeana,1991,3755
Manuel J. Cobo (Est. Lezama) ,Chascomús,Buenos Aires,Pampeana,1980,2570
Manuel J. Cobo (Est. Lezama) ,Chascomús,Buenos Aires,Pampeana,1970,3118
Manuel J. Cobo (Est. Lezama) ,Chascomús,Buenos Aires,Pampeana,1960,3097
San Francisco de Laishi ,Laishi,Formosa,Noreste,2010,4628
San Francisco de Laishi ,Laishi,Formosa,Noreste,2001,4384
San Francisco de Laishi ,Laishi,Formosa,Noreste,1991,3080
San Francisco de Laishi ,Laishi,Formosa,Noreste,1980,1800
San Francisco de Laishi ,Laishi,Formosa,Noreste,1970,893
San Francisco de Laishi ,Laishi,Formosa,Noreste,1960,1944
Perito Moreno ,Lago Buenos Aires,Santa Cruz,Patagonia,2010,4617
Perito Moreno ,Lago Buenos Aires,Santa Cruz,Patagonia,2001,3588
Perito Moreno ,Lago Buenos Aires,Santa Cruz,Patagonia,1991,2875
Perito Moreno ,Lago Buenos Aires,Santa Cruz,Patagonia,1980,2093
Perito Moreno ,Lago Buenos Aires,Santa Cruz,Patagonia,1970,1793
Perito Moreno ,Lago Buenos Aires,Santa Cruz,Patagonia,1960,1587
Hughes,General López,Santa Fe,Pampeana,2010,4598
Hughes,General López,Santa Fe,Pampeana,2001,4142
Hughes,General López,Santa Fe,Pampeana,1991,3499
Hughes,General López,Santa Fe,Pampeana,1980,2662
Hughes,General López,Santa Fe,Pampeana,1970,2052
Hughes,General López,Santa Fe,Pampeana,1960,1658
Aluminé,Aluminé,Neuquén,Comahue,2010,4591
Aluminé,Aluminé,Neuquén,Comahue,2001,3461
Aluminé,Aluminé,Neuquén,Comahue,1991,2537
Aluminé,Aluminé,Neuquén,Comahue,1980,1554
Aluminé,Aluminé,Neuquén,Comahue,1970,1098
Aluminé,Aluminé,Neuquén,Comahue,1960,744
Los Barriales ,Junín,Mendoza,Cuyo,2010,4572
Los Barriales ,Junín,Mendoza,Cuyo,2001,3872
Los Barriales ,Junín,Mendoza,Cuyo,1991,2194
Los Barriales ,Junín,Mendoza,Cuyo,1980,1205
Los Barriales ,Junín,Mendoza,Cuyo,1970,1095
Los Barriales ,Junín,Mendoza,Cuyo,1960,NA
Pérez Millán,Ramallo,Buenos Aires,Pampeana,2010,4570
Pérez Millán,Ramallo,Buenos Aires,Pampeana,2001,3633
Pérez Millán,Ramallo,Buenos Aires,Pampeana,1991,3125
Pérez Millán,Ramallo,Buenos Aires,Pampeana,1980,2112
Pérez Millán,Ramallo,Buenos Aires,Pampeana,1970,1390
Pérez Millán,Ramallo,Buenos Aires,Pampeana,1960,1860
Ugarteche,Luján de Cuyo,Mendoza,Cuyo,2010,4561
Ugarteche,Luján de Cuyo,Mendoza,Cuyo,2001,3660
Ugarteche,Luján de Cuyo,Mendoza,Cuyo,1991,1194
Ugarteche,Luján de Cuyo,Mendoza,Cuyo,1980,NA
Ugarteche,Luján de Cuyo,Mendoza,Cuyo,1970,NA
Ugarteche,Luján de Cuyo,Mendoza,Cuyo,1960,NA
Villa Guillermina,General Obligado,Santa Fe,Pampeana,2010,4555
Villa Guillermina,General Obligado,Santa Fe,Pampeana,2001,4238
Villa Guillermina,General Obligado,Santa Fe,Pampeana,1991,3017
Villa Guillermina,General Obligado,Santa Fe,Pampeana,1980,2935
Villa Guillermina,General Obligado,Santa Fe,Pampeana,1970,2237
Villa Guillermina,General Obligado,Santa Fe,Pampeana,1960,3082
Olta,General Belgrano,La Rioja,Centro,2010,4547
Olta,General Belgrano,La Rioja,Centro,2001,4052
Olta,General Belgrano,La Rioja,Centro,1991,2863
Olta,General Belgrano,La Rioja,Centro,1980,1781
Olta,General Belgrano,La Rioja,Centro,1970,1241
Olta,General Belgrano,La Rioja,Centro,1960,1226
Villa Basilio Nievas ,Zonda,San Juan,Cuyo,2010,4539
Villa Basilio Nievas ,Zonda,San Juan,Cuyo,2001,3257
Villa Basilio Nievas ,Zonda,San Juan,Cuyo,1991,2056
Villa Basilio Nievas ,Zonda,San Juan,Cuyo,1980,1128
Villa Basilio Nievas ,Zonda,San Juan,Cuyo,1970,521
Villa Basilio Nievas ,Zonda,San Juan,Cuyo,1960,NA
Chumbicha,Capayán,Catamarca,Noroeste,2010,4531
Chumbicha,Capayán,Catamarca,Noroeste,2001,4029
Chumbicha,Capayán,Catamarca,Noroeste,1991,3265
Chumbicha,Capayán,Catamarca,Noroeste,1980,1872
Chumbicha,Capayán,Catamarca,Noroeste,1970,2118
Chumbicha,Capayán,Catamarca,Noroeste,1960,2188
Norberto de La Riestra ,25 de Mayo,Buenos Aires,Pampeana,2010,4524
Norberto de La Riestra ,25 de Mayo,Buenos Aires,Pampeana,2001,4020
Norberto de La Riestra ,25 de Mayo,Buenos Aires,Pampeana,1991,3460
Norberto de La Riestra ,25 de Mayo,Buenos Aires,Pampeana,1980,2449
Norberto de La Riestra ,25 de Mayo,Buenos Aires,Pampeana,1970,2089
Norberto de La Riestra ,25 de Mayo,Buenos Aires,Pampeana,1960,1873
Estanislao del Campo,Patiño,Formosa,Noreste,2010,4523
Estanislao del Campo,Patiño,Formosa,Noreste,2001,4055
Estanislao del Campo,Patiño,Formosa,Noreste,1991,3375
Estanislao del Campo,Patiño,Formosa,Noreste,1980,2618
Estanislao del Campo,Patiño,Formosa,Noreste,1970,1447
Estanislao del Campo,Patiño,Formosa,Noreste,1960,1532
Ibicuy,Islas del Ibicuy,Entre Ríos,Pampeana,2010,4520
Ibicuy,Islas del Ibicuy,Entre Ríos,Pampeana,2001,3823
Ibicuy,Islas del Ibicuy,Entre Ríos,Pampeana,1991,3380
Ibicuy,Islas del Ibicuy,Entre Ríos,Pampeana,1980,3080
Ibicuy,Islas del Ibicuy,Entre Ríos,Pampeana,1970,3073
Ibicuy,Islas del Ibicuy,Entre Ríos,Pampeana,1960,2300
Villalonga ,Patagones,Buenos Aires,Pampeana,2010,4517
Villalonga ,Patagones,Buenos Aires,Pampeana,2001,3705
Villalonga ,Patagones,Buenos Aires,Pampeana,1991,2657
Villalonga ,Patagones,Buenos Aires,Pampeana,1980,1745
Villalonga ,Patagones,Buenos Aires,Pampeana,1970,945
Villalonga ,Patagones,Buenos Aires,Pampeana,1960,1680
Pozo del Tigre,Patiño,Formosa,Noreste,2010,4517
Pozo del Tigre,Patiño,Formosa,Noreste,2001,3948
Pozo del Tigre,Patiño,Formosa,Noreste,1991,2487
Pozo del Tigre,Patiño,Formosa,Noreste,1980,2230
Pozo del Tigre,Patiño,Formosa,Noreste,1970,1570
Pozo del Tigre,Patiño,Formosa,Noreste,1960,1700
Gobernador Gregores ,Río Chico,Santa Cruz,Patagonia,2010,4497
Gobernador Gregores ,Río Chico,Santa Cruz,Patagonia,2001,2519
Gobernador Gregores ,Río Chico,Santa Cruz,Patagonia,1991,1847
Gobernador Gregores ,Río Chico,Santa Cruz,Patagonia,1980,1362
Gobernador Gregores ,Río Chico,Santa Cruz,Patagonia,1970,1139
Gobernador Gregores ,Río Chico,Santa Cruz,Patagonia,1960,772
Colonia Campo Villafañe ,Pirané,Formosa,Noreste,2010,4494
Colonia Campo Villafañe ,Pirané,Formosa,Noreste,2001,3720
Colonia Campo Villafañe ,Pirané,Formosa,Noreste,1991,2590
Colonia Campo Villafañe ,Pirané,Formosa,Noreste,1980,1245
Colonia Campo Villafañe ,Pirané,Formosa,Noreste,1970,693
Colonia Campo Villafañe ,Pirané,Formosa,Noreste,1960,1966
Los Altos,Santa Rosa,Catamarca,Noroeste,2010,4490
Los Altos,Santa Rosa,Catamarca,Noroeste,2001,3207
Los Altos,Santa Rosa,Catamarca,Noroeste,1991,2393
Los Altos,Santa Rosa,Catamarca,Noroeste,1980,1185
Los Altos,Santa Rosa,Catamarca,Noroeste,1970,739
Los Altos,Santa Rosa,Catamarca,Noroeste,1960,422
San José de la Dormida,Tulumba,Córdoba,Centro,2010,4472
San José de la Dormida,Tulumba,Córdoba,Centro,2001,3272
San José de la Dormida,Tulumba,Córdoba,Centro,1991,1894
San José de la Dormida,Tulumba,Córdoba,Centro,1980,1152
San José de la Dormida,Tulumba,Córdoba,Centro,1970,714
San José de la Dormida,Tulumba,Córdoba,Centro,1960,972
Villa El Salvador ,Angaco,San Juan,Cuyo,2010,4472
Villa El Salvador ,Angaco,San Juan,Cuyo,2001,3962
Villa El Salvador ,Angaco,San Juan,Cuyo,1991,3326
Villa El Salvador ,Angaco,San Juan,Cuyo,1980,2170
Villa El Salvador ,Angaco,San Juan,Cuyo,1970,893
Villa El Salvador ,Angaco,San Juan,Cuyo,1960,1592
Las Lajas ,Picunches,Neuquén,Comahue,2010,4464
Las Lajas ,Picunches,Neuquén,Comahue,2001,4078
Las Lajas ,Picunches,Neuquén,Comahue,1991,3780
Las Lajas ,Picunches,Neuquén,Comahue,1980,1993
Las Lajas ,Picunches,Neuquén,Comahue,1970,1300
Las Lajas ,Picunches,Neuquén,Comahue,1960,1805
Casbas,Guaminí,Buenos Aires,Pampeana,2010,4450
Casbas,Guaminí,Buenos Aires,Pampeana,2001,4108
Casbas,Guaminí,Buenos Aires,Pampeana,1991,3926
Casbas,Guaminí,Buenos Aires,Pampeana,1980,3329
Casbas,Guaminí,Buenos Aires,Pampeana,1970,2826
Casbas,Guaminí,Buenos Aires,Pampeana,1960,2397
Puerto Santa Cruz ,Corpen Aike,Santa Cruz,Patagonia,2010,4431
Puerto Santa Cruz ,Corpen Aike,Santa Cruz,Patagonia,2001,3397
Puerto Santa Cruz ,Corpen Aike,Santa Cruz,Patagonia,1991,2858
Puerto Santa Cruz ,Corpen Aike,Santa Cruz,Patagonia,1980,2364
Puerto Santa Cruz ,Corpen Aike,Santa Cruz,Patagonia,1970,1448
Puerto Santa Cruz ,Corpen Aike,Santa Cruz,Patagonia,1960,1178
Villa de Trancas ,Trancas,Tucumán,Noroeste,2010,4429
Villa de Trancas ,Trancas,Tucumán,Noroeste,2001,3391
Villa de Trancas ,Trancas,Tucumán,Noroeste,1991,2103
Villa de Trancas ,Trancas,Tucumán,Noroeste,1980,1477
Villa de Trancas ,Trancas,Tucumán,Noroeste,1970,1876
Villa de Trancas ,Trancas,Tucumán,Noroeste,1960,1135
Villa San Agustín,Valle Fértil,San Juan,Cuyo,2010,4423
Villa San Agustín,Valle Fértil,San Juan,Cuyo,2001,3900
Villa San Agustín,Valle Fértil,San Juan,Cuyo,1991,2928
Villa San Agustín,Valle Fértil,San Juan,Cuyo,1980,2530
Villa San Agustín,Valle Fértil,San Juan,Cuyo,1970,1795
Villa San Agustín,Valle Fértil,San Juan,Cuyo,1960,1293
Villa Ibáñez ,Ullum,San Juan,Cuyo,2010,4421
Villa Ibáñez ,Ullum,San Juan,Cuyo,2001,3720
Villa Ibáñez ,Ullum,San Juan,Cuyo,1991,2474
Villa Ibáñez ,Ullum,San Juan,Cuyo,1980,2038
Villa Ibáñez ,Ullum,San Juan,Cuyo,1970,320
Villa Ibáñez ,Ullum,San Juan,Cuyo,1960,NA
Lucas González,Nogoyá,Entre Ríos,Pampeana,2010,4364
Lucas González,Nogoyá,Entre Ríos,Pampeana,2001,4207
Lucas González,Nogoyá,Entre Ríos,Pampeana,1991,3790
Lucas González,Nogoyá,Entre Ríos,Pampeana,1980,3316
Lucas González,Nogoyá,Entre Ríos,Pampeana,1970,1806
Lucas González,Nogoyá,Entre Ríos,Pampeana,1960,1145
Isla Verde,Marcos Juárez,Córdoba,Centro,2010,4361
Isla Verde,Marcos Juárez,Córdoba,Centro,2001,4245
Isla Verde,Marcos Juárez,Córdoba,Centro,1991,4126
Isla Verde,Marcos Juárez,Córdoba,Centro,1980,3567
Isla Verde,Marcos Juárez,Córdoba,Centro,1970,3228
